에멜무지로	e̞ m e̞ ɭ m u d͡ʑ i ɾ o̞
들어오다	t ɯ ɾ ʌ̹ o̞ d a̠
사망	sʰ a̠ː m a̠ ŋ
필요성	pʰ i ɾ j o s͈ ʌ̹ ŋ
통나무	tʰ o̞ ŋ n a̠ m u
클리토리스	k x ɯ ʎ ʎ i tʰ o̞ ɾ i sʰ ɯ
안와	a̠ː n w a̠
공리	k o̞ ŋ n i
헤아리다	h e̞ː a̠ ɾ i d a̠
쿵후	kʰ u ŋ β u
금발	k ɯ m b a̠ ɭ
연기자	j ɘː n ɡ i d͡ʑ a̠
돌드	t o̞ ɭ d ɯ
담당하다	t a̠ m d a̠ ŋ ɦ a̠ d a̠
꾸다	k͈ u d a̠
비비다	p i b i d a̠
아귀	a̠ː ɡ ɥ i
로씨야	ɾ o̞ ɕ͈ i j a̠
성장하다	sʰ ʌ̹ ŋ d͡ʑ a̠ ŋ ɦ a̠ d a̠
부뚜막	p u t͈ u m a̠ k̚
암스테르담	a̠ m sʰ ɯ tʰ e̞ ɾ ɯ d a̠ m
대주교	t ɛː d͡ʑ u ɡ j o
눈빛	n u n p͈ i t̚
고구마	k o̞ː ɡ u m a̠
눈앞	n u n a̠ p̚
말썽꾸러기	m a̠ː ɭ s͈ ʌ̹ ŋ k͈ u ɾ ʌ̹ ɡ i
페루	pʰ e̞ ɾ u
버들치	p ʌ̹ d ɯ ʎ t͡ɕʰ i
관광	k w a̠ n ɡ w a̠ ŋ
한문	h a̠ n m u n
이	i
꼬리	k͈ o̞ ɾ i
구혼	k u β o̞ n
흔들다	x ɯ n d ɯ ɭ d a̠
밤	p a̠ m
정음	t͡ɕ ʌ̹ ŋ ɯ m
도착하다	t o̞ː t͡ɕʰ a̠ kʰ a̠ d a̠
분석하다	p u n sʰ ʌ̹ kʰ a̠ d a̠
참수리	t͡ɕʰ a̠ m sʰ u ɾ i
함수	h a̠ː m s͈ u
제보	t͡ɕ e̞ b o̞
널빤지	n ɘː ɭ p͈ a̠ ɲ d͡ʑ i
포옹하다	pʰ o̞ː o̞ ŋ ɦ a̠ d a̠
어떻다	ʌ̹ t͈ ʌ̹ tʰ a̠
섹스	s͈ e̞ k s͈ ɯ
최면술	t͡ɕʰ w e̞ m j ʌ̹ n sʰ u ɭ
십구	ɕʰ i p̚ k͈ u
동글	t o̞ ŋ ɡ ɯ ɭ
불가결	p u ɭ ɡ a̠ ɡ j ʌ̹ ɭ
편리	pʰ j ʌ̹ ʎ ʎ i
광화문	k w a̠ ŋ β w a̠ m u n
근질근질하다	k ɯ ɲ d͡ʑ i ɭ ɡ ɯ ɲ d͡ʑ i ɾ ɦ a̠ d a̠
쏘가리	s͈ o̞ ɡ a̠ ɾ i
다롄	t a̠ ɾ j e̞ n
ᆸ니다	m n i d a̠
테스트	tʰ e̞ sʰ ɯ tʰ ɯ
흐름	x ɯ ɾ ɯ m
혼약	ɸʷ o̞ ɲ j a̠ k̚
스파이	sʰ ɯ pʰ a̠ i
예쁘다	j e̞ː p͈ ɯ d a̠
보도하다	p o̞ d o̞ ɦ a̠ d a̠
어떻게	ʌ̹ t͈ ʌ̹ kʰ e̞
굶주리다	k uː m d͡ʑ u ɾ i d a̠
훔치다	ɸʷ u m t͡ɕʰ i d a̠
게으름	k e̞ ɯ ɾ ɯ m
누렁이	n u ɾ ʌ̹ ŋ i
갯과	k ɛː t̚ k͈ w a̠
아빠트	a̠ p͈ a̠ tʰ ɯ
사과	sʰ a̠ː ɡ w a̠
명령법	m j ɘː ŋ ɲ j ʌ̹ ŋ b ʌ̹ p̚
가랑비	k a̠ ɾ a̠ ŋ b i
정치권	t͡ɕ ʌ̹ ŋ t͡ɕʰ i k͈ w ʌ̹ n
사마귀	sʰ a̠ː m a̠ ɡ ɥ i
로마자	ɾ o̞ m a̠ d͡ʑ a̠
가봉	k a̠ b o̞ ŋ
세제	sʰ e̞ː d͡ʑ e̞
표준	pʰ j o d͡ʑ u n
어감	ɘː ɡ a̠ m
콘셉트	kʰ o̞ n sʰ e̞ p̚ tʰ ɯ
그러므로	k ɯ ɾ ʌ̹ m ɯ ɾ o̞
변절	p j ɘː ɲ d͡ʑ ʌ̹ ɭ
오데사	o̞ d e̞ sʰ a̠
카르복실기	kʰ a̠ ɾ ɯ b o̞ k ɕ͈ i ɭ ɡ i
나흘	n a̠ ɣ ɯ ɭ
민주화	m i ɲ d͡ʑ u β w a̠
레슬링	ɾ e̞ sʰ ɯ ʎ ʎ i ŋ
홍수	ɸʷ o̞ ŋ sʰ u
온천	o̞ ɲ t͡ɕʰ ʌ̹ n
리스본	ɾ i sʰ ɯ b o̞ n
스타디오	sʰ ɯ tʰ a̠ d i o̞
함부로	h a̠ m b u ɾ o̞
노처녀	n o̞ː t͡ɕʰ ʌ̹ ɲ j ʌ̹
크로켓	k x ɯ ɾ o̞ kʰ e̞ t̚
엎드리다	ʌ̹ p̚ t͈ ɯ ɾ i d a̠
세미콜론	sʰ e̞ m i kʰ o̞ ɭ ɭ o̞ n
한두	h a̠ n d u
멈추다	m ʌ̹ m t͡ɕʰ u d a̠
중거	t͡ɕ u ŋ ɡ ʌ̹
학자	h a̠ k̚ t͡ɕ͈ a̠
모이다	m o̞ i d a̠
등줄쥐	t ɯ ŋ d͡ʑ u ʎ d͡ʑ ɥ i
스트레이트	sʰ ɯ tʰ ɯ ɾ e̞ i tʰ ɯ
청춘	t͡ɕʰ ʌ̹ ŋ t͡ɕʰ u n
이빠이	i p͈ a̠ i
그냥	k ɯ ɲ j a̠ ŋ
노년	n o̞ː ɲ j ʌ̹ n
저항기	t͡ɕ ʌ̹ ɦ a̠ ŋ ɡ i
유가증권	j uː ɡ a̠ d͡ʑ ɯ ŋ k͈ w ʌ̹ n
아리랑	a̠ ɾ i ɾ a̠ ŋ
통찰력	tʰ o̞ː ŋ t͡ɕʰ a̠ ʎ ʎ j ʌ̹ k̚
살아남다	sʰ a̠ ɾ a̠ n a̠ m t͈ a̠
알콜	a̠ ɭ kʰ o̞ ɭ
부작용	p uː d͡ʑ a̠ ɡ j o ŋ
정장	t͡ɕ ɘː ŋ d͡ʑ a̠ ŋ
촌	t͡ɕʰ o̞ː n
나누다	n a̠ n u d a̠
을	ɯ ɭ
유일	j u i ɭ
마라톤	m a̠ ɾ a̠ tʰ o̞ n
여인숙	j ʌ̹ i n sʰ u k̚
반항하다	p a̠ n ɦ a̠ ŋ ɦ a̠ d a̠
손가락	sʰ o̞ n k͈ a̠ ɾ a̠ k̚
실로폰	ɕʰ i ɭ ɭ o̞ pʰ o̞ n
반드시	p a̠ n d ɯ ɕʰ i
지정학	t͡ɕ i d͡ʑ ʌ̹ ŋ ɦ a̠ k̚
무늬망둑	m u n i m a̠ ŋ d u k̚
몫	m o̞ k̚
교외	k j oː w e̞
연체동물	j ɘː ɲ t͡ɕʰ e̞ d o̞ ŋ m u ɭ
호북	ɸʷ o̞ b u k̚
무기고	m uː ɡ i ɡ o̞
더위	t ʌ̹ ɥ i
모방하다	m o̞ b a̠ ŋ ɦ a̠ d a̠
자루	t͡ɕ a̠ ɾ u
광석	k w a̠ː ŋ sʰ ʌ̹ k̚
섬돌	sʰ ʌ̹ m t͈ o̞ ɭ
왕홀	w a̠ ŋ β o̞ ɭ
공언	k o̞ ŋ ʌ̹ n
딸꾹질하다	t͈ a̠ ɭ k͈ u k̚ t͡ɕ͈ i ɾ ɦ a̠ d a̠
선진국	sʰ ʌ̹ ɲ d͡ʑ i n ɡ u k̚
전역	t͡ɕ ɘː ɲ j ʌ̹ k̚
습니까	s͈ ɯ m n i k͈ a̠
콜론	kʰ o̞ ɭ ɭ o̞ n
빌뉴스	p i ʎ ʎ j u sʰ ɯ
실록	ɕʰ i ɭ ɭ o̞ k̚
나트륨	n a̠ tʰ ɯ ɾ j u m
쇼크	ɕʰ o k x ɯ
연구자	j ɘː n ɡ u d͡ʑ a̠
꼬마	k͈ o̞ m a̠
아가	a̠ː ɡ a̠
비중	p iː d͡ʑ u ŋ
장음	t͡ɕ a̠ ŋ ɯ m
광호흡	k w a̠ ŋ β o̞ ɣ ɯ p̚
여남은	j ʌ̹ n a̠ m ɯ n
손전등	sʰ o̞ ɲ t͡ɕ͈ ʌ̹ n d ɯ ŋ
세계평화	sʰ e̞ ɡ j e̞ pʰ j ʌ̹ ŋ β w a̠
띄다	t͈ iː d a̠
처럼	t͡ɕʰ ʌ̹ ɾ ʌ̹ m
거스러미	k ʌ̹ sʰ ɯ ɾ ʌ̹ m i
청천벽력	t͡ɕʰ ʌ̹ ŋ t͡ɕʰ ʌ̹ n b j ʌ̹ ŋ ɲ j ʌ̹ k̚
떡국	t͈ ʌ̹ k̚ k͈ u k̚
수집하다	sʰ u d͡ʑ i pʰ a̠ d a̠
거리	k ɘː ɾ i
수요일	sʰ u j o i ɭ
방주	p a̠ ŋ d͡ʑ u
걸음	k ʌ̹ ɾ ɯ m
세균	sʰ e̞ː ɡ j u n
볼기	p o̞ː ɭ ɡ i
송구	sʰ o̞ː ŋ ɡ u
어리석다	ʌ̹ ɾ i sʰ ʌ̹ k̚ t͈ a̠
찰	t͡ɕʰ a̠ ɭ
바이오	p a̠ i o̞
어우러지다	ʌ̹ u ɾ ʌ̹ d͡ʑ i d a̠
송도	sʰ o̞ ŋ d o̞
가파르다	k a̠ pʰ a̠ ɾ ɯ d a̠
조용	t͡ɕ o̞ j o ŋ
안트라센	a̠ n tʰ ɯ ɾ a̠ sʰ e̞ n
큰고니	k x ɯ n ɡ o̞ n i
알까기	a̠ ɭ k͈ a̠ ɡ i
왕비	w a̠ ŋ b i
대응	t ɛː ɯ ŋ
광둥	k w a̠ ŋ d u ŋ
식사하다	ɕʰ i k s͈ a̠ ɦ a̠ d a̠
공중	k o̞ ŋ d͡ʑ u ŋ
튀르크	tʰ ɥ i ɾ ɯ k x ɯ
만남	m a̠ n n a̠ m
콤포트	kʰ o̞ m pʰ o̞ tʰ ɯ
나이	n a̠ i
권총	k w ɘː ɲ t͡ɕʰ o̞ ŋ
낙하하다	n a̠ kʰ a̠ ɦ a̠ d a̠
공손하다	k o̞ ŋ sʰ o̞ n ɦ a̠ d a̠
공황	k o̞ː ŋ β w a̠ ŋ
개다	k ɛː d a̠
사계	sʰ a̠ k͈ j e̞
외롭다	w e̞ ɾ o̞ p̚ t͈ a̠
축구	t͡ɕʰ u k̚ k͈ u
고량주	k o̞ ɾ j a̠ ŋ d͡ʑ u
스코페	sʰ ɯ kʰ o̞ pʰ e̞
분포하다	p u n pʰ o̞ ɦ a̠ d a̠
무빙워크	m u b i ŋ w ʌ̹ k x ɯ
사이렌	s͈ a̠ i ɾ e̞ n
흐르다	x ɯ ɾ ɯ d a̠
ㅘ	w a̠
소립자	sʰ o̞ː ɾ i p̚ t͡ɕ͈ a̠
시청	ɕʰ iː t͡ɕʰ ʌ̹ ŋ
라이베리아	ɾ a̠ i b e̞ ɾ i a̠
진언	t͡ɕ i n ʌ̹ n
십칠	ɕʰ i p̚ t͡ɕʰ i ɭ
그노시스	k ɯ n o̞ ɕʰ i sʰ ɯ
음목	ɯ m m o̞ k̚
저것	t͡ɕ ʌ̹ ɡ ʌ̹ t̚
흓	x ɯ k̚
콜카타	kʰ o̞ ɭ kʰ a̠ tʰ a̠
교차로	k j o t͡ɕʰ a̠ ɾ o̞
봄날	p o̞ m n a̠ ɭ
네바다	n e̞ b a̠ d a̠
음량	ɯ m ɲ j a̠ ŋ
조촐하다	t͡ɕ o̞ t͡ɕʰ o̞ ɾ ɦ a̠ d a̠
얼다	ɘː ɭ d a̠
스케이트	sʰ ɯ kʰ e̞ i tʰ ɯ
에스파냐	e̞ sʰ ɯ pʰ a̠ ɲ j a̠
저	t͡ɕ ʌ̹
좋다	t͡ɕ o̞ː tʰ a̠
프라세오디뮴	pʰ ɯ ɾ a̠ sʰ e̞ o̞ d i m j u m
보지	p o̞ː d͡ʑ i
꿩	k͈ w ʌ̹ ŋ
툴	tʰ u ɭ
정찰병	t͡ɕ ʌ̹ ŋ t͡ɕʰ a̠ ɭ b j ʌ̹ ŋ
삼수	sʰ a̠ m sʰ u
펄서	pʰ ʌ̹ ɭ sʰ ʌ̹
월일	w ʌ̹ ɾ i ɭ
돌상어	t o̞ ɭ sʰ a̠ ŋ ʌ̹
이크라	i k x ɯ ɾ a̠
부적	p uː d͡ʑ ʌ̹ k̚
만유인력	m a̠ː ɲ j u i ʎ ʎ j ʌ̹ k̚
늘어서다	n ɯ ɾ ʌ̹ sʰ ʌ̹ d a̠
소원	sʰ o̞ w ʌ̹ n
움짤	u m t͡ɕ͈ a̠ ɭ
노선	n o̞ sʰ ʌ̹ n
면역학	m j ʌ̹ ɲ j ʌ̹ kʰ a̠ k̚
멱살	m j ʌ̹ k s͈ a̠ ɭ
제품	t͡ɕ e̞ː pʰ u m
영국인	j ʌ̹ ŋ ɡ u ɡ i n
김정일화	k i m d͡ʑ ʌ̹ ŋ i ɾ β w a̠
가늠	k a̠ n ɯ m
우먼	u m ʌ̹ n
얼굴	ʌ̹ ɭ ɡ u ɭ
차이니스	t͡ɕʰ a̠ i n i sʰ ɯ
짭	t͡ɕ͈ a̠ p̚
엉망진창	ʌ̹ ŋ m a̠ ŋ d͡ʑ i ɲ t͡ɕʰ a̠ ŋ
잡종	t͡ɕ a̠ p̚ t͡ɕ͈ o̞ ŋ
시절	ɕʰ i d͡ʑ ʌ̹ ɭ
치르다	t͡ɕʰ i ɾ ɯ d a̠
거웃	k ʌ̹ u t̚
지능	t͡ɕ i n ɯ ŋ
미아	m i a̠
조직학	t͡ɕ o̞ d͡ʑ i kʰ a̠ k̚
찢다	t͡ɕ͈ i t̚ t͈ a̠
꿀벌	k͈ u ɭ b ʌ̹ ɭ
오른	o̞ ɾ ɯ n
아파르트헤이트	a̠ pʰ a̠ ɾ ɯ tʰ ɯ ɦ e̞ i tʰ ɯ
차돌박이	t͡ɕʰ a̠ d o̞ ɭ b a̠ ɡ i
순회심판소	sʰ u n β w e̞ ɕʰ i m pʰ a̠ n sʰ o̞
이후	i β u
몰타	m o̞ ɭ tʰ a̠
술	sʰ u ɭ
어디여	ʌ̹ d i j ʌ̹
기후학	k i β u ɦ a̠ k̚
삼십	sʰ a̠ m ɕʰ i p̚
아이	a̠ i
보존	p o̞ː d͡ʑ o̞ n
어울리다	ʌ̹ u ʎ ʎ i d a̠
만주국	m a̠ ɲ d͡ʑ u ɡ u k̚
온두라스	o̞ n d u ɾ a̠ sʰ ɯ
쌍동이	s͈ a̠ ŋ d o̞ ŋ i
음식점	ɯː m ɕʰ i k̚ t͡ɕ͈ ʌ̹ m
의지	ɰ iː d͡ʑ i
뒤늦다	t ɥ iː n ɯ t̚ t͈ a̠
알맞다	a̠ ɭ m a̠ t̚ t͈ a̠
유능하다	j u n ɯ ŋ ɦ a̠ d a̠
아버님	a̠ b ʌ̹ n i m
비로소	p i ɾ o̞ sʰ o̞
비용	p iː j o ŋ
로션	ɾ o̞ ɕʰ ʌ̹ n
매달다	m ɛː d a̠ ɭ d a̠
기차	k i t͡ɕʰ a̠
허용하다	h ʌ̹ j o ŋ ɦ a̠ d a̠
출신성분	t͡ɕʰ u ɭ ɕ͈ i n sʰ ʌ̹ ŋ b u n
마치다	m a̠ t͡ɕʰ i d a̠
자갈	t͡ɕ a̠ ɡ a̠ ɭ
골목	k o̞ː ɭ m o̞ k̚
염소	j ʌ̹ m sʰ o̞
나나니	n a̠ n a̠ n i
이제	i d͡ʑ e̞
이슬람교	i sʰ ɯ ɭ ɭ a̠ m ɡ j o
넓이	n ʌ̹ ɭ b i
조가비	t͡ɕ o̞ ɡ a̠ b i
지압	t͡ɕ i a̠ p̚
입학	i pʰ a̠ k̚
오리	o̞ː ɾ i
예후	j e̞ː β u
친척	t͡ɕʰ i ɲ t͡ɕʰ ʌ̹ k̚
용도	j o ŋ d o̞
표준화	pʰ j oː d͡ʑ u n β w a̠
만들다	m a̠ n d ɯ ɭ d a̠
강설	k a̠ː ŋ sʰ ʌ̹ ɭ
손상하다	sʰ o̞ː n sʰ a̠ ŋ ɦ a̠ d a̠
속마음	sʰ o̞ː ŋ m a̠ ɯ m
경기충청도방언	k j ʌ̹ ŋ ɡ i t͡ɕʰ u ŋ t͡ɕʰ ʌ̹ ŋ d o̞ b a̠ ŋ ʌ̹ n
좋아하다	t͡ɕ o̞ː a̠ ɦ a̠ d a̠
광역시	k w a̠ː ŋ j ʌ̹ k ɕ͈ i
겐	k e̞ n
남극	n a̠ m ɡ ɯ k̚
띠무늬물범	t͈ i m u n i m u ɭ b ʌ̹ m
호텔	ɸʷ o̞ tʰ e̞ ɭ
곱하다	k o̞ pʰ a̠ d a̠
게으르다	k e̞ ɯ ɾ ɯ d a̠
크기	k x ɯ ɡ i
멈칫	m ʌ̹ m t͡ɕʰ i t̚
할머님	h a̠ ɭ m ʌ̹ n i m
연적	j ɘː ɲ d͡ʑ ʌ̹ k̚
귀엣말	k ɥ i e̞ n m a̠ ɭ
달무리	t a̠ ɭ m u ɾ i
부르다	p u ɾ ɯ d a̠
청소하다	t͡ɕʰ ʌ̹ ŋ sʰ o̞ ɦ a̠ d a̠
이미다졸	i m i d a̠ d͡ʑ o̞ ɭ
눈보라	n u n b o̞ ɾ a̠
기린영양	k i ɾ i ɲ j ʌ̹ ŋ j a̠ ŋ
그람	k ɯ ɾ a̠ m
그리고	k ɯ ɾ i ɡ o̞
세네갈	s͈ e̞ n e̞ ɡ a̠ ɭ
전시	t͡ɕ ɘː n ɕʰ i
소박하다	sʰ o̞ b a̠ kʰ a̠ d a̠
네안데르탈인	n e̞ a̠ n d e̞ ɾ ɯ tʰ a̠ ɾ i n
용상어	j o ŋ sʰ a̠ ŋ ʌ̹
아비달마	a̠ b i d a̠ ɭ m a̠
도넛	t o̞ n ʌ̹ t̚
폏	pʰ j ʌ̹ t̚
옥심	o̞ k ɕ͈ i m
잎	i p̚
던데	t ʌ̹ n d e̞
급	k ɯ p̚
너머	n ʌ̹ m ʌ̹
목욕하다	m o̞ ɡ j o kʰ a̠ d a̠
뼒	p͈ j ʌ̹ m
곁	k j ʌ̹ t̚
서툴다	sʰ ɘː tʰ u ɭ d a̠
ㅝ	w ʌ̹
인종차별	i ɲ d͡ʑ o̞ ŋ t͡ɕʰ a̠ b j ʌ̹ ɭ
유르트	j u ɾ ɯ tʰ ɯ
다녀오다	t a̠ ɲ j ʌ̹ o̞ d a̠
표	pʰ j o
대수	t ɛː sʰ u
변소	p j ʌ̹ n sʰ o̞
일부러	iː ɭ b u ɾ ʌ̹
되돌리다	t w e̞ d o̞ ʎ ʎ i d a̠
일사천리	i ɭ s͈ a̠ t͡ɕʰ ʌ̹ ʎ ʎ i
극장	k ɯ k̚ t͡ɕ͈ a̠ ŋ
무당	m uː d a̠ ŋ
그것	k ɯ ɡ ʌ̹ t̚
빨찌산	p͈ a̠ ʎ t͡ɕ͈ i sʰ a̠ n
푸르디푸르다	pʰ u ɾ ɯ d i pʰ u ɾ ɯ d a̠
숫자	sʰ uː t̚ t͡ɕ͈ a̠
모나코	m o̞ n a̠ kʰ o̞
완전히	w a̠ ɲ d͡ʑ ʌ̹ n ʝ i
한인	h a̠ː n i n
은하단	ɯ n ɦ a̠ d a̠ n
고이다	k o̞ i d a̠
웬	w e̞ n
열둘	j ʌ̹ ɭ t͈ u ɭ
콘스탄티누스	kʰ o̞ n sʰ ɯ tʰ a̠ n tʰ i n u sʰ ɯ
환승	ɸ w a̠ː n sʰ ɯ ŋ
몰라	m o̞ ɭ ɭ a̠
수도권	sʰ u d o̞ k͈ w ʌ̹ n
한번	h a̠ n b ʌ̹ n
샴페인	ɕʰ a̠ m pʰ e̞ i n
베트남	p e̞ tʰ ɯ n a̠ m
어렵다	ʌ̹ ɾ j ʌ̹ p̚ t͈ a̠
변비	p j ʌ̹ n b i
성조	sʰ ʌ̹ ŋ d͡ʑ o̞
풍	pʰ u ŋ
원자폭탄	w ʌ̹ ɲ d͡ʑ a̠ pʰ o̞ k̚ tʰ a̠ n
더하다	t ʌ̹ ɦ a̠ d a̠
검역	k ʌ̹ m j ʌ̹ k̚
보이다	p o̞ i d a̠
박제	p a̠ k̚ t͡ɕ͈ e̞
년	ɲ j ʌ̹ n
자동	t͡ɕ a̠ d o̞ ŋ
반도체	p a̠ n d o̞ t͡ɕʰ e̞
갸웃거리다	k j a̠ u t̚ k͈ ʌ̹ ɾ i d a̠
대사	t ɛː sʰ a̠
소스	sʰ o̞ sʰ ɯ
니제르	n i d͡ʑ e̞ ɾ ɯ
알라딘	a̠ ɭ ɭ a̠ d i n
김멜	k i m m e̞ ɭ
반짝이다	p a̠ ɲ t͡ɕ͈ a̠ ɡ i d a̠
수능	sʰ u n ɯ ŋ
구약성경	k u j a̠ k s͈ ʌ̹ ŋ ɡ j ʌ̹ ŋ
악영향	a̠ ɡ j ʌ̹ ŋ ʝ j a̠ ŋ
로보트	ɾ o̞ b o̞ tʰ ɯ
솔로몬	sʰ o̞ ɭ ɭ o̞ m o̞ n
대다	t ɛː d a̠
한영	h a̠ː ɲ j ʌ̹ ŋ
기역	k i j ʌ̹ k̚
에너지	e̞ n ʌ̹ d͡ʑ i
충고	t͡ɕʰ u ŋ ɡ o̞
씹하다	ɕ͈ i pʰ a̠ d a̠
뽀뽀	p͈ o̞ p͈ o̞
가르다	k a̠ ɾ ɯ d a̠
가라데	k a̠ ɾ a̠ d e̞
눈꽃	n uː n k͈ o̞ t̚
스테이플러	sʰ ɯ tʰ e̞ i pʰ ɯ ɭ ɭ ʌ̹
의료	ɰ i ɾ j o
꺼풀	k͈ ʌ̹ pʰ u ɭ
확인하다	ɸ w a̠ ɡ i n ɦ a̠ d a̠
각국	k a̠ k̚ k͈ u k̚
