buckram	b ʌ k ɹ ə m
explain	ɛ k s p l e ɪ n
likewise	l a ɪ k w a ɪ z
mutiny	m j u t ə n i
mandible	m æ n d ɪ b ə l
zebadiah	z ɛ b ə d a ɪ ə
barksian	b ɑ ɹ k s i ə n
archivist	ɑ ɹ k a ɪ v ɪ s t
boo	b u
hesitate	h ɛ z ɪ t e ɪ t
yigh	j a ɪ
regina	ɹ ɪ d ʒ a ɪ n ə
werecat	w ɛ ɹ k æ t
colone	k ə l o ʊ n
gibberish	d ʒ ɪ b ə ɹ ɪ ʃ
boars	b ɔ ɹ z
coy	k ɔ ɪ
hoax	h o ʊ k s
clept	k l ɛ p t
ameliorate	ə m i l i ə ɹ e ɪ t
habits	h æ b ɪ t s
spangle	s p æ ŋ ɡ ə l
debbie	d ɛ b i
inerrable	ɪ n ɜ ɹ ə b ə l
picky	p ɪ k i
rejoined	ɹ ɪ d͡ʒ ɔ ɪ n d
dalmatian	d æ l m e ɪ ʃ ə n
capuchin	k æ p ə t͡ʃ ɪ n
regulatory	ɹ ɛ ɡ j ə l ə t ɔ ɹ i
remonstrate	ɹ ɛ m ə n s t ɹ e ɪ t
antibiotic	æ n t a ɪ b a ɪ ɑ t ɪ k
offing	ɔ f ɪ ŋ
antagonistic	æ n t æ ɡ ə n ɪ s t ɪ k
tellurium	t ɪ l j ʊ ə ɹ i ə m
nippitate	n ɪ p ɪ t ə t
cornucopia	k ɔ ɹ n ə k o ʊ p i ə
statuary	s t æ t ʃ u ɛ ə ɹ i
mole	m o ʊ l e ɪ
peepy	p i p i
condense	k ə n d ɛ n s
tierceron	t ɪ ə ɹ s ə ɹ ɒ n
whooshy	w u ʃ i
toning	t o ʊ n ɪ ŋ
patency	p e ɪ t ə n s i
pucelle	p ʊ s ɛ l
howling	h a ʊ l ɪ ŋ
lyonnaise	l a ɪ ə n e ɪ z
basophil	b e ɪ s ə f ɪ l
colors	k ʌ l ɚ z
diversity	d ɪ v ɜ ɹ s ɪ t i
indemnify	ɪ n d ɛ m n ɪ f a ɪ
ado	ə d u
perdition	p ɜ ɹ d ɪ ʃ ə n
pennon	p ɛ n ə n
strive	s t ɹ a ɪ v
waylay	w e ɪ l e ɪ
familial	f ə m ɪ l j ə l
badassery	b æ d æ s ə ɹ i
greengage	ɡ r i n ɡ e ɪ d ʒ
sesotho	s ə s u t u
serendipitous	s ɛ ɹ ɛ n d ɪ p ɪ t ə s
braid	b ɹ e ɪ d
fulgid	f ʌ l d ʒ ɪ d
palliasse	p æ l j a s
exam	ɪ ɡ z æ m
encierro	ɛ n s i ɛ ɹ o ʊ
characters	k ɛ ɹ ə k t ɚ z
when	w ɪ n
pestle	p ɛ s ə l
cercaria	s ɜ ɹ k ɛ ə ɹ ɪ ə
places	p l e ɪ s ɪ z
luxembourg	l ʌ k s ə m b ɝ ɡ
semifactual	s ɛ m a ɪ f æ k t ʃ w ə l
expectation	ɛ k s p ɛ k t e ɪ ʃ ə n
wryly	ɹ a ɪ l i
fanta	f ɒ n t ə
vengeful	v e n ʒ f ə l
rhodophyte	ɹ o ʊ d ə f a ɪ t
stationed	s t ɛ ɪ ʃ ə n d
ironmonger	a ɪ ə ɹ n m ʌ ŋ ɡ ə ɹ
oneiric	o ʊ n a ɪ ɹ ɪ k
clip	k l ɪ p
dreamboat	d ɹ i m b o ʊ t
leery	l ɪ ə ɹ i
comparably	k ɒ m p æ ɹ ə b l̩ i
revisionism	ɹ ɪ v ɪ ʒ ə n ɪ z ə m
pinnywinkles	p ɪ n i w ɪ ŋ k ə l s
promotion	p ɹ ə m o ʊ ʃ ə n
adieu	ə d u
somewhere	s ʌ m w ɛ ɹ
kings	k ɪ ŋ z
rely	ɹ ɪ l a ɪ
hackamore	h æ k ə m ɔ
pure	p j ʊ ɹ
credibility	k ɹ ɛ d ə b ɪ ɫ ɪ t i
decimal	d ɛ s ɪ m ə l
samothracian	s æ m o ʊ θ ɹ e ɪ ʃ ə n
antiochus	æ n t a ɪ ə k ə s
abomasal	æ b o ʊ m e ɪ s ə l
tiff	t ɪ f
ammit	æ m ɪ t
volcano	v ɑ l k e ɪ n o ʊ
sinks	s ɪ ŋ k s
pide	p i d e
befleck	b ɪ f l ɛ k
exoterica	ɛ k s ə t ɛ ɹ ɪ k ə
persian	p ɝ ʒ ə n
trendite	t ɹ ɛ n d a ɪ t
neologism	n i ɒ l ə d ʒ ɪ z ə m
perfunctory	p ɚ f ʌ ŋ k t ɚ i
kozachok	k ə z ɑ t ʃ ɔ k
thunderblast	θ ʌ n d ɚ b l æ s t
titrate	t a ɪ t ɹ e ɪ t
worsted	w ɝ s t ɪ d
machination	m æ k ɪ n e ɪ ʃ ə n
brenda	b ɹ ɛ n d ə
convertible	k ə n v ə ɹ t ə b ə l
pedestrian	p ə d ɛ s t ɹ i ə n
hummus	h ʌ m ə s
douar	d u ɑ
cashmere	k æ ʃ m i ɹ
predestine	p ɹ e d ɛ s t ɪ n
resent	ɹ i s ɛ n t
denver	d ɛ n v ɚ
quicker	k w ɪ k ɚ
curses	k ɝ s ɪ z
susurrus	s u s ə ɹ ə s
laughing	l ɑ f ɪ ŋ
actially	æ k ʃ ə l i
broughman	b ɹ u m ə n
restitution	ɹ ɛ s t ɪ t u ʃ ə n
householder	h a ʊ s h o ʊ l d ə ɹ
sais	s e ɪ z
lined	l a ɪ n d
wiki	w i k i
wonted	w ɔ n t ɪ d
deftly	d ɛ f t l i
abulia	ə b u l i ə
finally	f a ɪ n l i
frenchism	f ɹ ɛ n t ʃ ɪ z ə m
barrow	b æ ɹ o ʊ
pinkishly	p ɪ ŋ k ɪ ʃ l i
wellington	w ɛ l ɪ ŋ t ə n
sow	s o ʊ
afflatus	ə f l e ɪ t ə s
abra	æ b ɹ ə
röntgen	ɹ ɜ n t ɡ ə n
saucepan	s ɔ s p æ n
hisses	h ɪ s ɪ z
wujiaqu	w u d͡ʒ i ɑ t͡ʃ u
memento	m ə m ɛ n t o ʊ
hub	h ʌ b
oasis	o ʊ e ɪ s ə s
spread	s p ɹ ɛ d
somatostatin	s o ʊ m æ t ə s t æ t ə n
yeah	j ɛ ə
medusa	m ɪ d j u s ə
spinelessness	s p ɑ ɪ n l ə s n ə s
parity	p æ ɹ ɪ t i
cyber	s a ɪ b ə ɹ
roseate	ɹ o ʊ z i ə t
agitolalia	æ d͡ʒ ɪ t o ʊ l e ɪ l i ə
scally	s k æ l i
homosexual	h ə ʊ m ə ʊ s ɛ k s j u ə l
chitin	k a ɪ t ɪ n
haplography	h æ p l ɒ ɡ ɹ ə f i
coward	k a ʊ ɚ d
item	a ɪ t ə m
abstentionism	æ b s t ɛ n t͡ʃ n̩ ɪ z m̩
reconnaissance	ɹ ɪ k ɒ n ə s ə n s
emvowel	ɪ m v a ʊ ə l
tiptoe	t ɪ p t o ʊ
signalman	s ɪ ɡ n ə l m ə n
overage	ə ʊ v ə ɹ ɪ d ʒ
benin	b ə n i n
bash	b æ ʃ
doubts	d a ʊ t s
bagpipes	b æ ɡ p ɑ ɪ p s
enginous	ɛ n d͡ʒ ɪ n ə s
approaching	ə p ɹ o ʊ t ʃ ɪ ŋ
stomatocyte	s t ə m æ t ə s a ɪ t
esclop	s l ɒ p
lienal	l a ɪ ə n ə l
plinth	p l ɪ n θ
reckoning	ɹ ɛ k ə n ɪ ŋ
lat	l ɑ t
woolly	w ʊ l i
moe	m ə ʊ
brescia	b ɹ ɛ ʃ ə
lignify	l ɪ ɡ n ɪ f a ɪ
abiogenetic	e ɪ b a i o ʊ d ʒ ɛ n ə t ɪ k
sandbox	s æ n d b ɑ k s
agreed	ə ɡ ɹ i d
eigengrau	a ɪ ɡ ə n ɡ ɹ a ʊ
wormily	w ɝ m ə l i
contrivance	k ə n t ɹ a ɪ v ə n s
jurisdiction	d͡ʒ ɝ ɪ s d ɪ k ʃ ə n
dum	d ʌ m
punning	p ʌ n ɪ ŋ
absorptance	ə b s ɔ ɹ p t n̩ t s
logarithms	l ɑ ɡ ə ɹ ɪ ð m z
bloodbath	b l ʌ d b æ θ
lither	l a ɪ ð ə ɹ
limbate	l ɪ m b e ɪ t
geobios	d͡ʒ i ə ʊ b a ɪ ɒ s
lesser	l ɛ s ɚ
queasy	k w i z i
madame	m æ d ə m
shit	ʃ ɪ t
vietcong	v i ɛ t k ɑ ŋ
percussive	p ɚ k ʌ s ɪ v
flatly	f l æ t l i
bemuse	b ɪ m j u z
polyaxial	p ɑ l ɪ æ k s i ə l
azov	e ɪ z ɑ v
editions	ɪ d ɪ ʃ ə n z
dénouement	d e ɪ n u m ɑ n t
creepypasta	k ɹ i p i p e ɪ s t ə
swear	s w ɛ ɚ
ones	w ʌ n z
quorums	k w ɔ ɹ ə m z
dengue	d ɛ ŋ ɡ i
permille	p ə ɹ m ɪ l i
dear	d ɪ ɹ
implication	ɪ m p l ə k e ɪ ʃ ə n
peyote	p e ɪ j o ʊ t i
stuck	s t ʌ k
lupulin	l u p j ə l ɪ n
weekend	w i k ɛ n d
ruth	ɹ u θ
dreamgirl	d ɹ i m ɡ ɝ l
mangemange	m æ ŋ i m æ ŋ i
afghanistan	æ f ɡ æ n ɪ s t æ n
singular	s ɪ ŋ ɡ j ə l ɚ
whey	w e ɪ
delicate	d ɛ l ɪ k ə t
building	b ɪ l d ɪ ŋ
guffaw	ɡ ə f ɔ
boston	b ɔ s t ə n
knout	n a ʊ t
jyngine	d͡ʒ ɪ n d͡ʒ a ɪ n
geophilia	d ʒ i ə f ɪ l i ə
sinitic	s a ɪ n ɪ t ɪ k
academically	æ k ə d ɛ m ɪ k ə l i
guiling	ɡ a ɪ l ɪ ŋ
flab	f l æ b
jammers	d ʒ æ m ə ɹ z
connel	k ɔ n ə l
figurine	f ɪ ɡ j ə ɹ i n
identical	a ɪ d ɛ n t ɪ k l̩
codification	k o ʊ d ɪ f ɪ k e ɪ ʃ ə n
accumulative	ə k j u m j ə l e ɪ t ɪ v
myna	m a ɪ n ə
respect	ɹ ɪ s p ɛ k t
starting	s t ɑ ɹ t ɪ ŋ
macrons	m æ k ɹ ɒ n z
rakaia	ɹ a k a ɪ ɑ
whos	ʍ u z
x	k s
thoughts	θ ɔ t s
expectations	ɛ k s p ɛ k t e ɪ ʃ ə n z
yoder	j o ʊ d ɚ
abaptiston	æ b æ p t ɪ s t ɒ n
ily	ɪ l i
cirrostratus	s ɪ ɹ ə s t ɹ e ɪ t ə s
divisions	d ɪ v ɪ ʒ ə n z
ouagadougou	w ɑ ɡ ə d u ɡ u
computing	k ə m p j u t ɪ ŋ
trunk	t ɹ ʌ ŋ k
peccant	p ɛ k ə n t
scannable	s k æ n ə b ə l
empire	ɛ m p a ɪ ɹ
large	l ɑ ɹ d͡ʒ
astand	ə s t æ n d
licit	l ɪ s ɪ t
dishwasher	d ɪ ʃ w ɑ ʃ ɚ
zoophilia	z o ʊ o ʊ f i l i ə
aphasia	ə f e ɪ z ɪ ə
nootropic	n o ʊ ə t ɹ o ʊ p ɪ k
bibliography	b ɪ b l i ɒ ɡ ɹ ə f i
mereology	m ɪ ə ɹ i ɒ l ə d ʒ i
steadfast	s t ɛ d f æ s t
evie	ɛ v e ɪ
remark	ɹ i m ɑ ɹ k
torquated	t ɔ k w e ɪ t ɪ d
gate	ɡ e ɪ t
pseudonym	s u d o ʊ n ɪ m
spermidine	s p ɝ m ə d i n
carbohydrate	k ɑ ɹ b o ʊ h a ɪ d ɹ e ɪ t
debut	d e ɪ b j u
accouterment	ə k u t ɚ m ə n t
badlands	b æ d l æ n d z
surreptitious	s ə ɹ ɜ p t ɪ ʃ ə s
anselm	æ n s ɛ l m
solemnly	s ɑ l ə m l i
jammers	d ʒ a m ə ɹ z
judicature	d͡ʒ u d ɪ k e ɪ t͡ʃ ɚ
drawer	d ɹ ɔ ɚ
methane	m ɛ θ e ɪ n
pussy	p ʊ s i
hitches	h ɪ t ʃ ɪ z
synaeresis	s ɪ n ɛ ɹ ə s ɪ s
festschrift	f ɛ s t ʃ ɹ ɪ f t
cubeb	k j u b ɛ b
quixotism	k w ɪ k s ə t ɪ z m
coca	k o ʊ k ə
clytemnestra	k l a ɪ t ə m n ɛ s t ɹ ə
abdullah	æ b d ʌ l ə
delate	d ə l e ɪ t
wishkah	w ɪ ʃ k ɑ
penetralia	p ɛ n ə t ɹ e ɪ l j ə
adore	ə d ɔ ɹ
shiny	ʃ a ɪ n i
algonquin	æ l ɡ ɑ ŋ k w ɪ n
myriagon	m i ɹ i ə ɡ ɑ n
sig	s ɪ ɡ
patches	p æ t ʃ ɪ z
foes	f o ʊ z
surprise	s ə p ɹ a ɪ z
deracinate	d ɪ ɹ æ s ɪ n a ɪ t
suitable	s u t ə b l
doug	d ʌ ɡ
odour	o ʊ d ə ɹ
theorem	θ ɪ ə ɹ ə m
bodhran	b a ʊ ɹ ɑ n
reserve	ɹ ɪ z ɝ v
marigold	m æ ɹ ɪ ɡ o ʊ l d
ambushings	æ m b ʊ ʃ ɪ ŋ z
leis	l e ɪ z
pokings	p o ʊ k ɪ ŋ z
elephants	e l ɪ f ə n t s
wis	w a ɪ s
nutraceutical	n j u t ɹ ə s u t ɪ k ə l
blook	b l ʊ k
maggie	m æ ɡ i
skewer	s k j u ə ɹ
shale	ʃ e ɪ l
wasted	w e ɪ s t ɪ d
sinew	s ɪ n j u
mindfuck	m a ɪ n d f ʌ k
although	ɑ l ð o ʊ
wildfowl	w a ɪ l d f a ʊ l
stockholm	s t ɒ k h o ʊ l m
whim	ʍ ɪ m
moccasin	m ɑ k ə s ɪ n
teaser	t i z ɚ
naiad	n a ɪ æ d
koinonia	k ɔ ɪ n ə ʊ n ɪ ə
mountaineer	m a ʊ n t ɪ n ɪ ɹ
nostrum	n ɑ s t ɹ ə m
motorola	m o ʊ t ɚ ɹ o ʊ l ə
brightly	b ɹ a ɪ t l i
compeer	k ɒ m p ɪ ə ɹ
omgwtfbbq	o ʊ m a ɪ ɡ ɑ d w ə t ð ə f ə k b ɑ ɹ b ɪ k j u
arverni	ɑ r v ɜ r n a ɪ
pretty	p ɝ t i
cranes	k ɹ e ɪ n z
